column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
gso/gso-pandas-dev--pandas-fd43d4b,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
gso/gso-pydantic--pydantic-4a09447,16,0,0.0,0.583333375,0.3996526703832771,0.666667,0.24999975,1.0,0.0,1.0,identity,0.666667,0.75000025,0,0
gso/gso-pydantic--pydantic-ac9e6ee,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
gso/gso-pydantic--pydantic-addf1f9,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
gso/gso-pydantic--pydantic-c2647ab,16,0,0.0,0.20833325,0.23199019675179702,0.1666665,0.0,0.333333,0.0,0.666667,identity,0.1666665,0.333333,0,0
gso/gso-python-pillow--pillow-63f398b,16,0,0.0,0.2083333125,0.30900830681486513,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
gso/gso-python-pillow--pillow-d8af3fc,16,0,0.0,0.0833333125,0.1863390074419869,0.0,0.0,0.0,0.0,0.666667,identity,0.0,0.1863390074419869,0,0
gso/gso-python-pillow--pillow-f854676,16,0,0.0,0.6250000625,0.40611645454574796,0.666667,0.24999975,1.0,0.0,1.0,identity,0.666667,0.75000025,0,0
gso/gso-python-pillow--pillow-fd8ee84,16,0,0.0,0.6875000625000001,0.4161455042760688,1.0,0.50000025,1.0,0.0,1.0,identity,1.0,0.49999974999999997,0,0
gso/gso-tornadoweb--tornado-1b464c4,16,0,0.0,0.5625000625000001,0.3479853512542713,0.666667,0.333333,0.75000025,0.0,1.0,identity,0.666667,0.41666725000000004,0,0
gso/gso-tornadoweb--tornado-4d4c1e0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
gso/gso-tornadoweb--tornado-9a18f6c,16,0,0.0,0.6458333125,0.39910930237604064,0.8333335,0.333333,1.0,0.0,1.0,identity,0.8333335,0.666667,0,0
gso/gso-tornadoweb--tornado-ac13ee5,16,0,0.0,0.0624999375,0.13010399486250834,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.13010399486250834,0,0
gso/gso-uploadcare--pillow-simd-0514e20,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
gso/gso-uploadcare--pillow-simd-2818b90,16,0,0.0,0.125,0.2319902416530704,0.0,0.0,0.08333325,0.0,0.666667,identity,0.0,0.08333325,0,0
gso/gso-uploadcare--pillow-simd-6eacce9,16,0,0.0,0.0625,0.17554482650059786,0.0,0.0,0.0,0.0,0.666667,identity,0.0,0.17554482650059786,0,0
gso/gso-uploadcare--pillow-simd-7511039,16,0,0.0,0.041666625,0.11023952772138663,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.11023952772138663,0,0
gso/gso-uploadcare--pillow-simd-9e60023,16,0,0.0,0.1458333125,0.28792240557477433,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
gso/gso-uploadcare--pillow-simd-b4045cf,16,0,0.0,0.12499993749999999,0.19982628306308606,0.0,0.0,0.333333,0.0,0.666667,identity,0.0,0.333333,0,0
gso/gso-uploadcare--pillow-simd-d970a39,16,0,0.0,0.25,0.3227486767337319,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__6687ffb1091058ff19128813,16,0,0.0,0.1458333125,0.3326816428972898,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3326816428972898,0,0
hle/hle/hle__66ba5510db07a3a9151be0d2,16,0,0.0,0.14583325,0.26269827829029924,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__66e8cfa03add731d7fce4352,16,0,0.0,0.8749999374999999,0.26020838003739155,1.0,1.0,1.0,0.333333,1.0,identity,1.0,0.26020838003739155,0,0
hle/hle/hle__66e8d4736299517dd7a5da8c,16,0,0.0,0.4166666875,0.3004627391856848,0.333333,0.24999975,0.666667,0.0,1.0,identity,0.333333,0.41666725000000004,0,0
hle/hle/hle__66e8db4fe1e483c59165a247,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__66e93893a3326adf2da92ef0,16,0,0.0,0.2708333125,0.42847840948621885,0.0,0.0,0.49999974999999997,0.0,1.0,identity,0.0,0.49999974999999997,0,0
hle/hle/hle__66e97fd756455f341c7849c3,16,0,0.0,0.6041666875,0.37673216959030037,0.666667,0.333333,1.0,0.0,1.0,identity,0.666667,0.666667,0,0
hle/hle/hle__66e9fc11c19c8c61add294f0,16,0,0.0,0.41666662499999996,0.4330127259485099,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__66ea36e7aa2256fb4c995faf,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66ea387a7cb8e0fce662592b,16,0,0.0,0.0624999375,0.13010399486250834,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.13010399486250834,0,0
hle/hle/hle__66ea3d3fa715c6c835b25764,16,0,0.0,0.125,0.23199024165307042,0.0,0.0,0.08333325,0.0,0.666667,identity,0.0,0.08333325,0,0
hle/hle/hle__66ea6b423082708f0c7163ca,16,0,0.0,0.47916662499999996,0.4404661652253887,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__66ea70cd3d800a43340dd4d0,16,0,0.0,0.39583337500000004,0.4284784550690494,0.1666665,0.0,0.75000025,0.0,1.0,identity,0.1666665,0.75000025,0,0
hle/hle/hle__66eaed13c47c4325f612ff48,16,0,0.0,0.6041666875,0.44439020621742426,0.8333335,0.0,1.0,0.0,1.0,identity,0.8333335,1.0,0,0
hle/hle/hle__66eaf0ba5e31c19691fe73b1,16,0,0.0,0.6250000625000001,0.4389855789677875,0.8333335,0.0,1.0,0.0,1.0,identity,0.8333335,1.0,0,0
hle/hle/hle__66eb3cfb2b3ac1255c97d92a,16,0,0.0,0.3333333125,0.4564354645876455,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
hle/hle/hle__66ec2799da20d530acf3bf1e,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66ed28dfde312a049a78b3ba,16,0,0.0,0.395833375,0.42847845506904936,0.1666665,0.0,0.75000025,0.0,1.0,identity,0.1666665,0.75000025,0,0
hle/hle/hle__66ed5e6a1d24f687ee9b06d1,16,0,0.0,0.374999875,0.3510896084968685,0.333333,0.0,0.4166665,0.0,1.0,identity,0.333333,0.4166665,0,0
hle/hle/hle__66edc60801af2a724035ad4b,16,0,0.0,0.1666666875,0.35355342005606427,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.35355342005606427,0,0
hle/hle/hle__66edd3dc1ee489494038d9eb,16,0,0.0,0.5833333125,0.4487637610084674,0.8333335,0.0,1.0,0.0,1.0,identity,0.8333335,1.0,0,0
hle/hle/hle__66ee158c5db68805b7d3d27b,16,0,0.0,0.041666625,0.11023952772138663,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.11023952772138663,0,0
hle/hle/hle__66ee93ba02314f06feb186cf,16,0,0.0,0.2291666875,0.4034357878223495,0.0,0.0,0.16666675,0.0,1.0,identity,0.0,0.16666675,0,0
hle/hle/hle__66ef37d1e2195ad810081d37,16,0,0.0,0.375,0.4228705147231833,0.1666665,0.0,0.75000025,0.0,1.0,identity,0.1666665,0.75000025,0,0
hle/hle/hle__66ef663370b6c01c3d20a5d5,16,0,0.0,0.208333375,0.33071899262570237,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__66f275c6e2a2b5d3594eae87,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__66f319f205629941be821347,16,0,0.0,0.5208333125,0.42440730833491763,0.5,0.0,1.0,0.0,1.0,identity,0.5,1.0,0,0
hle/hle/hle__66f57e187a2ac7b4fffe174e,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__66f5fa6547b598f037ec67fd,16,0,0.0,0.31250006249999995,0.41614556059651003,0.0,0.0,0.666667,0.0,1.0,identity,0.0,0.666667,0,0
hle/hle/hle__66f63324376699e7c6894239,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66f6a78cf5f84fe0d6bbcb84,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66f79e7259706e88d28a23b5,16,0,0.0,0.291666625,0.3886408072801406,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__66f820bb7ea359a842b73398,16,0,0.0,0.7083333749999999,0.38864080728014055,1.0,0.5833335,1.0,0.0,1.0,identity,1.0,0.41666650000000005,0,0
hle/hle/hle__66f8f56e204cc74a525a23b8,16,0,0.0,0.1875,0.31110805554059506,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__66fb066681a166feb2adc2f5,16,0,0.0,0.47916662499999996,0.47094395271330786,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__66fb24e7dea0e38a195b0030,16,0,0.0,0.6041666875,0.37673216959030037,0.666667,0.333333,1.0,0.0,1.0,identity,0.666667,0.666667,0,0
hle/hle/hle__66fb931a089552943999ce86,16,0,0.0,0.31249993750000005,0.4161455042760688,0.0,0.0,0.49999974999999997,0.0,1.0,identity,0.0,0.49999974999999997,0,0
hle/hle/hle__66fc2282b7609fc1d8099125,16,0,0.0,0.3541666875,0.43251127052594235,0.0,0.0,0.75000025,0.0,1.0,identity,0.0,0.75000025,0,0
hle/hle/hle__66fc7efd5b5cf30b0e009669,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66fc8353c9752085eff2c8c0,16,0,0.0,0.416666625,0.4639803710527358,0.1666665,0.0,1.0,0.0,1.0,identity,0.1666665,1.0,0,0
hle/hle/hle__66fcbff58d68a0bf3cafb696,16,0,0.0,0.37499993750000005,0.40611645454574796,0.333333,0.0,0.75000025,0.0,1.0,identity,0.333333,0.75000025,0,0
hle/hle/hle__66fcde117e54294eb4a8fbba,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66fce56c8585e7734661a9c7,16,0,0.0,0.5625,0.436506840979898,0.666667,0.0,1.0,0.0,1.0,identity,0.666667,1.0,0,0
hle/hle/hle__66fcff257870c26149f4615d,16,0,0.0,0.41666662499999996,0.4330127259485099,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__66fd166eda2dbed1f5cc240b,16,0,0.0,0.541666625,0.3703415137486066,0.5,0.333333,1.0,0.0,1.0,identity,0.5,0.666667,0,0
hle/hle/hle__66fdaf20d1e0bb15b8fc1eb6,16,0,0.0,0.2708333125,0.31663931488243025,0.1666665,0.0,0.4166665,0.0,1.0,identity,0.1666665,0.4166665,0,0
hle/hle/hle__66fea77b5f1bc2f5916a4171,16,0,0.0,0.416666625,0.43301272594851,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__66fec7825e6051260840e060,16,0,0.0,0.5833333125,0.47871356475802923,1.0,0.0,1.0,0.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__66fee6c39e4f456a6d2941b5,16,0,0.0,0.395833375,0.42847845506904936,0.1666665,0.0,0.75000025,0.0,1.0,identity,0.1666665,0.75000025,0,0
hle/hle/hle__66ff35926045e9e64bbc5720,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__66ff679163f0dbcc8b9941dd,16,0,0.0,0.166666625,0.3333333125000176,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__67001b2537deff035b73927b,16,0,0.0,0.2500000625,0.3818813761060934,0.0,0.0,0.666667,0.0,1.0,identity,0.0,0.666667,0,0
hle/hle/hle__670064edbeb5458b701e58b9,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6700a5f67899925724a8fa81,16,0,0.0,0.3750000625,0.37034152078039206,0.333333,0.0,0.666667,0.0,1.0,identity,0.333333,0.666667,0,0
hle/hle/hle__67015a7f6a2b21f149f3aaba,16,0,0.0,0.1041666875,0.22726491784251446,0.0,0.0,0.0,0.0,0.666667,identity,0.0,0.22726491784251446,0,0
hle/hle/hle__6701a951f96e98d9d4df3e02,16,0,0.0,0.47916662499999996,0.47094395271330786,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__6701de16d9e4cd1aa812414b,16,0,0.0,0.10416662500000001,0.25600424868981053,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.25600424868981053,0,0
hle/hle/hle__670285bc39fbddbbfdaffdfe,16,0,0.0,0.29166662499999996,0.3510896084968685,0.1666665,0.0,0.4166665,0.0,1.0,identity,0.1666665,0.4166665,0,0
hle/hle/hle__67038476397cc8defc4de8ff,16,0,0.0,0.604166625,0.459751618101812,1.0,0.0,1.0,0.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__67047b0e4580e464f8bff2aa,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__67048697ca361120eef4ae56,16,0,0.0,0.18749993750000002,0.28792238748542737,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__670489fcedc6951c9585de8f,16,0,0.0,0.2708333125,0.3947353334919042,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__6705610417b54abf9a949f33,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__6705cf04905b3d0e4113372b,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__670944a7da01179cfbd24ef8,16,0,0.0,0.3541666875,0.39910930237604064,0.1666665,0.0,0.666667,0.0,1.0,identity,0.1666665,0.666667,0,0
hle/hle/hle__670a2a076973040cfd5994a7,16,0,0.0,0.1041666875,0.2818281511326359,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.2818281511326359,0,0
hle/hle/hle__670c1a137d9abe2d345031d4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__670c83ba4aece479236947cb,16,0,0.0,0.45833325,0.3703414996850036,0.333333,0.24999975,0.75000025,0.0,1.0,identity,0.333333,0.5000005000000001,0,0
hle/hle/hle__670cbeb582bde986ee078420,16,0,0.0,0.1249999375,0.19982628306308606,0.0,0.0,0.333333,0.0,0.666667,identity,0.0,0.333333,0,0
hle/hle/hle__670d933ad54037c51abbe3ca,16,0,0.0,0.3125,0.4325112554733403,0.0,0.0,0.75000025,0.0,1.0,identity,0.0,0.75000025,0,0
hle/hle/hle__670e9d6f5c8f745d79e8d8d1,16,0,0.0,0.85416675,0.26269827829029924,1.0,0.666667,1.0,0.0,1.0,identity,1.0,0.333333,0,0
hle/hle/hle__670eb1e2d2f45b1198c87764,16,0,0.0,0.1458333125,0.3326816428972898,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3326816428972898,0,0
hle/hle/hle__670eeb9c997568ed4298871e,16,0,0.0,0.5416666875,0.4545296924508506,0.666667,0.0,1.0,0.0,1.0,identity,0.666667,1.0,0,0
hle/hle/hle__670f069bf0a2db734f219dc7,16,0,0.0,0.43750006249999995,0.4202967381390303,0.5,0.0,0.75000025,0.0,1.0,identity,0.5,0.75000025,0,0
hle/hle/hle__670fe03ef99389b3c7942186,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671257a8df2820fcc29acc37,16,0,0.0,0.4791667500000001,0.3720953105575741,0.666667,0.0,0.666667,0.0,1.0,identity,0.666667,0.666667,0,0
hle/hle/hle__671323607fc02cf5cce975a5,16,0,0.0,0.7500000625000001,0.38188129427439044,1.0,0.666667,1.0,0.0,1.0,identity,1.0,0.333333,0,0
hle/hle/hle__6713fc1e6c34845ffef41aeb,16,0,0.0,0.6249999375,0.43898561456121044,1.0,0.24999975,1.0,0.0,1.0,identity,1.0,0.75000025,0,0
hle/hle/hle__671567cd87cd585dc9f613db,16,0,0.0,0.708333375,0.3886408072801406,1.0,0.5833335,1.0,0.0,1.0,identity,1.0,0.41666650000000005,0,0
hle/hle/hle__67161c234a4190fbded30b8f,16,0,0.0,0.1458333125,0.28792240557477433,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__67169465a4566d624a446240,16,0,0.0,0.35416675,0.38131269520934197,0.1666665,0.0,0.666667,0.0,1.0,identity,0.1666665,0.666667,0,0
hle/hle/hle__671699cb0b00e84566da1812,16,0,0.0,0.5208333125,0.4559597868858227,0.5,0.0,1.0,0.0,1.0,identity,0.5,1.0,0,0
hle/hle/hle__6716a68fbb8539339d5d7239,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__6716f035bab94116769c0082,16,0,0.0,0.4166666875,0.47871356475802923,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
hle/hle/hle__67173a11ffe2e8bed48b717f,16,0,0.0,0.08333325,0.14433742295983915,0.0,0.0,0.08333325,0.0,0.333333,identity,0.0,0.08333325,0,0
hle/hle/hle__6717b2e1961c5de74922e610,16,0,0.0,0.395833375,0.3947353829712816,0.333333,0.0,0.666667,0.0,1.0,identity,0.333333,0.666667,0,0
hle/hle/hle__6717bd1d443232c907a31720,16,0,0.0,0.1458333125,0.3326816428972898,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3326816428972898,0,0
hle/hle/hle__67190f1eee94d36fc7734311,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__671a246d8479d8185c4d4435,16,0,0.0,0.4375,0.3673999107845564,0.333333,0.0,0.666667,0.0,1.0,identity,0.333333,0.666667,0,0
hle/hle/hle__671aa91f6a8e7c23ccbf902b,16,0,0.0,0.1249999375,0.26020819989324623,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__671aad23ce6e97a55a4d0d47,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671ae4d6fa568baec7785817,16,0,0.0,0.645833375,0.41614552617847445,0.8333335,0.24999975,1.0,0.0,1.0,identity,0.8333335,0.75000025,0,0
hle/hle/hle__671af1baed3d54e87368bca2,16,0,0.0,0.2083333125,0.3886407871780056,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__671ba19847e34cf4ed747b2d,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671c6d6392388142386728ee,16,0,0.0,0.395833375,0.42847845506904936,0.1666665,0.0,0.75000025,0.0,1.0,identity,0.1666665,0.75000025,0,0
hle/hle/hle__671cbba2784e3ba406eefb34,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671cc8c2d99f8e01283e9a90,16,0,0.0,0.25,0.3996526443189448,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__671d3a7ed01a0c86488d84dd,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671d3ffb3e2d1926f04e94f0,16,0,0.0,0.1874999375,0.2879223874854274,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__671d42b4a2d3581545c21fec,16,0,0.0,0.7291666875,0.3578242859534409,1.0,0.5833335,1.0,0.0,1.0,identity,1.0,0.41666650000000005,0,0
hle/hle/hle__671d4dc4a37bbf6a4bccbd9e,16,0,0.0,0.8333333125,0.26352323058051225,1.0,0.666667,1.0,0.333333,1.0,identity,1.0,0.333333,0,0
hle/hle/hle__671d6502b996cf9936d1afd0,16,0,0.0,0.520833375,0.4404661652253887,0.666667,0.0,1.0,0.0,1.0,identity,0.666667,1.0,0,0
hle/hle/hle__671dacdd355c956ce7de5aa5,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__671db218fe1146e348ef1266,16,0,0.0,0.3125,0.36264370714707705,0.1666665,0.0,0.666667,0.0,1.0,identity,0.1666665,0.666667,0,0
hle/hle/hle__671e8c73745919354c759204,16,0,0.0,0.1041666875,0.2818281511326359,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.2818281511326359,0,0
hle/hle/hle__671f0b0c7301fac39660e7a3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671f0c2578ab3005e439aeba,16,0,0.0,0.6875,0.4325112554733403,1.0,0.24999975,1.0,0.0,1.0,identity,1.0,0.75000025,0,0
hle/hle/hle__671f1702e4e6b61540b0bdb4,16,0,0.0,0.1458333125,0.28792240557477433,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__671f1f0bb0b665acec70c3aa,16,0,0.0,0.1875,0.35293906855309315,0.0,0.0,0.08333325,0.0,1.0,identity,0.0,0.08333325,0,0
hle/hle/hle__671f1f4ae38f776acdad8a77,16,0,0.0,0.5,0.4714045355224375,0.5,0.0,1.0,0.0,1.0,identity,0.5,1.0,0,0
hle/hle/hle__671f2c7debcbc34ccb44613b,16,0,0.0,0.27083325,0.3767320970088526,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__671f33cb75523fe63c0a8b60,16,0,0.0,0.4583333125,0.42287052088149846,0.333333,0.0,1.0,0.0,1.0,identity,0.333333,1.0,0,0
hle/hle/hle__671f7f334db66145d9e41f1f,16,0,0.0,0.43750006249999995,0.45213616530773515,0.3333335,0.0,1.0,0.0,1.0,identity,0.3333335,1.0,0,0
hle/hle/hle__671f84c91d893bdd9af05be5,16,0,0.0,0.2291666875,0.327421604537773,0.0,0.0,0.4166665,0.0,1.0,identity,0.0,0.4166665,0,0
hle/hle/hle__671fa21cbaffee5d2f2acac0,16,0,0.0,0.3125,0.399109286063667,0.0,0.0,0.666667,0.0,1.0,identity,0.0,0.666667,0,0
hle/hle/hle__671fadb2272218e5d336a33f,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671faf8171f6aa7bd1e604cd,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__671fb84fc6abf8266c1892c8,16,0,0.0,0.6666666875,0.42491830914243367,1.0,0.24999975,1.0,0.0,1.0,identity,1.0,0.75000025,0,0
hle/hle/hle__6720bc27c749322fd52d6cc1,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__6720c324083a628a849fcb53,16,0,0.0,0.604166625,0.39473538297128163,0.666667,0.333333,1.0,0.0,1.0,identity,0.666667,0.666667,0,0
hle/hle/hle__6720f01e936e8e4575f4f3f4,16,0,0.0,0.58333325,0.43301275000476314,0.6666665,0.24999975,1.0,0.0,1.0,identity,0.6666665,0.75000025,0,0
hle/hle/hle__6720fda3febecf1a8b9b083d,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6721176ed9397a0c64dba826,16,0,0.0,0.4166666875,0.4487637610084674,0.1666665,0.0,1.0,0.0,1.0,identity,0.1666665,1.0,0,0
hle/hle/hle__672179e4c8cc0ac89395e8d0,16,0,0.0,0.375,0.38864084748437727,0.333333,0.0,0.666667,0.0,1.0,identity,0.333333,0.666667,0,0
hle/hle/hle__67223ac0ca7acfa01f38c284,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6722815c3c4f6785b07a6f49,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6722a65a27a5569d0c5f5c0f,16,0,0.0,0.5208333125,0.39031243828401735,0.5,0.24999975,1.0,0.0,1.0,identity,0.5,0.75000025,0,0
hle/hle/hle__6722b2777f84054950978f74,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6722b6a92f1a6e315f1dff3b,16,0,0.0,0.2083333125,0.35108958624468606,0.0,0.0,0.333333,0.0,1.0,identity,0.0,0.333333,0,0
hle/hle/hle__6722c3ce8e469fbdb3ba6a6e,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
hle/hle/hle__6722cb976bc44598e1fd09be,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6722cf86c3c3c44b213a198a,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67235bc3c0ae8158005244a9,16,0,0.0,0.604166625,0.459751618101812,1.0,0.0,1.0,0.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__6723658569bb6b9a5a4499b0,16,0,0.0,0.7083333125,0.40611646737046364,1.0,0.333333,1.0,0.0,1.0,identity,1.0,0.666667,0,0
hle/hle/hle__67239d8e02ee3ca40bc2034a,16,0,0.0,0.6250000625,0.40611645454574796,0.666667,0.24999975,1.0,0.0,1.0,identity,0.666667,0.75000025,0,0
hle/hle/hle__6723fd5a1e085509e462323d,16,0,0.0,0.31249993750000005,0.381312623499811,0.1666665,0.0,0.4166665,0.0,1.0,identity,0.1666665,0.4166665,0,0
hle/hle/hle__67244f264d59b659ef10889c,16,0,0.0,0.10416662500000001,0.19432038353801018,0.0,0.0,0.08333325,0.0,0.666667,identity,0.0,0.08333325,0,0
hle/hle/hle__672458e95f170d6ed834f340,16,0,0.0,0.9375,0.17554482650059786,1.0,1.0,1.0,0.333333,1.0,identity,1.0,0.17554482650059786,0,0
hle/hle/hle__672481e607ba5eb2c1c53534,16,0,0.0,0.0416666875,0.16137438677912874,0.0,0.0,0.0,0.0,0.666667,identity,0.0,0.16137438677912874,0,0
hle/hle/hle__67248cadd04b3798125682f3,16,0,0.0,0.104166625,0.19432038353801018,0.0,0.0,0.08333325,0.0,0.666667,identity,0.0,0.08333325,0,0
hle/hle/hle__67249d57d91756473725533a,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.0,0.0,0.0,0.333333,identity,0.0,0.08068707235883481,0,0
