matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status,alignment_status,alignment_transform,include_in_comparison,alignment_evidence_level,alignment_notes
financeagent_terminal,financeagent,Finance Agent Benchmark,gpt-5-mini,codex,0.533333,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gpt-5-nano,terminus-2,0.0,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gpt-5-nano,codex,0.213333,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-haiku-4-5-20251001,terminus-2,0.08,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-haiku-4-5-20251001,claude-code,0.206667,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-sonnet-4-6,terminus-2,0.8,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-sonnet-4-6,claude-code,0.8,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-opus-4-6,terminus-2,0.72,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,claude-opus-4-6,claude-code,0.833333,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gemini-3.1-pro-preview,terminus-2,0.753333,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gemini-3.1-pro-preview,gemini-cli,0.76,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gemini-3-flash-preview,terminus-2,0.54,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
financeagent_terminal,financeagent,Finance Agent Benchmark,gemini-3-flash-preview,gemini-cli,0.38,,,,,accuracy,,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Harbor terminal adapter uses the 50-task public validation set from data/public.csv and reports 0/1 LLM-judge accuracy. The paper reports class_balanced_accuracy and naive_accuracy on the complete 537 samples (50 public validation + 150 private validation + 337 test), not public-validation-only accuracy. The later Vals leaderboard has an accuracy field, but its split is not explicitly confirmed as the same 50-task public validation set."
gaia,gaia,GAIA,gpt-5.4,terminus-2,0.414141,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5.4,codex,0.759596,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-mini,terminus-2,0.252525,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-mini,codex,0.70101,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-nano,terminus-2,0.163636,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-nano,codex,0.428283,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-haiku-4-5-20251001,terminus-2,0.309091,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-haiku-4-5-20251001,claude-code,0.569697,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-sonnet-4-6,terminus-2,0.543434,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-sonnet-4-6,claude-code,0.678788,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-opus-4-6,terminus-2,0.614141,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-opus-4-6,claude-code,0.670707,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3.1-pro-preview,terminus-2,0.676768,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3.1-pro-preview,gemini-cli,0.670707,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3-flash-preview,terminus-2,0.567677,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3-flash-preview,gemini-cli,0.363636,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia2,gaia2,GAIA2,gpt-5.4,terminus-2,0.168037,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5.4,codex,0.208338,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-mini,terminus-2,0.0,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-mini,codex,0.164816,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-nano,terminus-2,0.0,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-nano,codex,0.034503,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-haiku-4-5-20251001,terminus-2,0.051448,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-haiku-4-5-20251001,claude-code,0.210623,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-sonnet-4-6,terminus-2,0.315884,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-sonnet-4-6,claude-code,0.380559,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-opus-4-6,terminus-2,0.353297,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-opus-4-6,claude-code,0.354311,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3.1-pro-preview,terminus-2,0.219155,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3.1-pro-preview,gemini-cli,0.328151,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3-flash-preview,terminus-2,0.181666,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3-flash-preview,gemini-cli,0.212359,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5.4,terminus-2,0.777778,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5.4,codex,0.922559,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-mini,terminus-2,0.784512,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-mini,codex,0.79798,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-nano,terminus-2,0.607744,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-nano,codex,0.612795,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-haiku-4-5-20251001,terminus-2,0.535354,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-haiku-4-5-20251001,claude-code,0.708754,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-sonnet-4-6,terminus-2,0.823232,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-sonnet-4-6,claude-code,0.853535,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-opus-4-6,terminus-2,0.843434,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-opus-4-6,claude-code,0.883838,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3.1-pro-preview,terminus-2,0.952862,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3.1-pro-preview,gemini-cli,0.97138,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3-flash-preview,terminus-2,0.895623,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3-flash-preview,gemini-cli,0.703704,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gso,gso,GSO,gpt-5.4,terminus-2,0.166667,0.3137,-0.14703299999999997,GPT-5.4 (xhigh),OpenHands,Opt@1,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,matched_model_agent_mismatch,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5.4,codex,0.372549,0.3137,0.05884900000000004,GPT-5.4 (xhigh),OpenHands,Opt@1,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,matched_model_agent_mismatch,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-mini,terminus-2,0.006536,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-mini,codex,0.094771,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-nano,terminus-2,0.0,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-nano,codex,0.009804,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-haiku-4-5-20251001,terminus-2,0.009804,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-haiku-4-5-20251001,claude-code,0.130719,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-sonnet-4-6,terminus-2,0.431373,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-sonnet-4-6,claude-code,0.45098,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-opus-4-6,terminus-2,0.366013,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-opus-4-6,claude-code,0.392157,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3.1-pro-preview,terminus-2,0.372549,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3.1-pro-preview,gemini-cli,0.431373,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3-flash-preview,terminus-2,0.245098,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3-flash-preview,gemini-cli,0.408497,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
hle,hle,Humanity's Last Exam,gpt-5.4,terminus-2,0.203481,0.3624,-0.158919,gpt-5.4-2026-03-05 (xhigh thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5.4,codex,0.519411,0.3624,0.15701099999999996,gpt-5.4-2026-03-05 (xhigh thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-mini,terminus-2,0.131191,0.1944,-0.06320899999999999,gpt-5-mini-2025-08-07,,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-mini,codex,0.289157,0.1944,0.09475700000000001,gpt-5-mini-2025-08-07,,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-nano,terminus-2,0.057564,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
